0,4413,차량상담,"올할부로 구매원하고
캐피탈말고 은행권을 끼고 가능한지도궁금합니다","<p>안녕하세요 선우지은 고객님.</p><p>문의주신 그랜저IG 하이브리드 43수5244 차량 담당매니저를 통한 상세상담도와드리겠습니다.</p><p>현재 제휴된 금융사의 경우 1금융권 은행은 없어 진행하신다면 개별할부가 필요한점 안내드립니다.</p><p>우선, 세일즈매니저 연락드리오니 전화받으신 후 할부관련 상담요청주시면 되십니다.</p><p>오늘도 즐거운하루 시작보내세요, 감사합니다.</p>",2021-06-28 08:21:37.563,kimjr1201,2021-06-28 09:06:40.680
0,4408,차량문의,할부가 가능한가요~? 할부 하였을 때 매월 가격이 궁금합니다,"<p>안녕하세요 이행임 고객님.</p><p>문의주신 신형K5차량 할부관련하여 담당매니저 안내도와드리겠습니다.</p><p>전액할부 또는 일부할부인지와, 요청하는 할부개월수 알려주시면 빠른상담가능합니다.</p><p>우선 관련하여 매니저님 전화드리니, 통화 후 궁금한점 문의주시면 되십니다.</p><p>오늘도 즐거운하루 보내세요.</p><p>감사합니다.</p>",2021-06-25 16:19:59.360,kimjr1201,2021-06-25 16:22:14.053
0,4402,스포티지 문의,"부산이라서 구매 원할 시 어떤 방식으로  진행되는지와
삼성 sm520 구형 03년식 차량 매입 조건으로 네고 가능한지","<p>안녕하세요 하경욱 고객님.</p><p>문의주신 스포티지 더 볼드 350소9734 차량 구매방법 및 대차매입확인연락드리겠습니다.</p><p>세일즈매니저 연락드리오니, 매입할 차량정보(차종, 번호, 연식, 주행거리, 사고유무 등) 정보 확인요청드립니다.</p><p>오늘도 즐거운 하루보내세요, 감사합니다.</p>",2021-06-25 12:27:02.730,kimjr1201,2021-06-25 13:01:45.927
0,4389,차량등록,"안녕하세요
개인이 차량을 본사에 등록에서 팔수있는 방법은 없을까요?
올리시는 매물은 본사에서 차를 직접 구입해서 다시 파는 방식일까요??
답변주셔서 감사합니다.","<p>안녕하세요 손혜림 고객님.</p><p>오토플러스의 경우 개인이 차량 등록하여 판매하지는 않으며, 중고차 판매와 매입만 진행하고 있습니다.</p><p>고객님의 차량 매입이라면 세일즈매니저 연락드린 후 차량정보(차정, 번호, 연식, 주행거리, 사고유무 등) 확인 후 매입가 안내드리고 있습니다.</p><p>문자확인하신 후 매입상담이 필요하다면 위 정보 확인하여 재문의부탁드립니다.</p><p>대표번호 1544-2277 / 홈페이지 / 카카오톡 리본카채널을 통하여 상담가능합니다.</p><p>감사합니다.</p>",2021-06-22 15:52:39.180,kimjr1201,2021-06-22 16:00:55.287
0,4372,장기차량 렌트카 인도 장소에 대한 문의,"안녕하세요? 
혹시 인천공항에서 장기렌트 차량을 도착해서 인도받고 출국시에  반납도 할 수 있나요? 
 렌트 기간은 2달1주일입니다.  
미국에서 연락드리는 관계로 통화는 어려울것 같아서 혹시 카톡 아이디가 있으면 이메일로 답장 주실때 알려주실래요? 
혹시 더 궁금한게 있으면 문의드리도록 하겠습니다. 수고하세요.",<p>안녕하세요 제임스 고객님.</p><p>현재 오토플러스 장기렌트의 경우 최소기간 12개월 진행하고 있습니다.</p><p>단기(2개월1주)는 진행하지 않고 있어 계약진행이 어려운점 양해부탁드립니다.</p><p>문의에 도움드리지 못하여 죄송한말씀드립니다.</p><p>오늘도 즐거운 한주 시작보내세요.</p><p>감사합니다.</p>,2021-06-19 17:41:20.457,kimjr1201,2021-06-21 09:03:51.217
0,4345,사고경력,상담 바랍니다.,"<p>안녕하세요 원은경 고객님.</p><p>문의주신 신형 모닝 374러4323 차량 확인하니 보험이력 총 3건(내차 피해 1건, 상대차 피해 1건) 있는것으로 확인됩니다.</p><p>보험개발원의 정보로 확인된 내용이며, 구체적인 상세사고내용은 확인이 어려운점 양해부탁드립니다.</p><p>우선 담당매니저 확인하여 전화상담드리오니, 연락받으신 후 궁금한 내용 문의주시면 빠른 확인도와드리겠습니다.</p><p>오늘도 즐거운 하루 시작되세요, 감사합니다.</p>",2021-06-16 21:24:25.200,kimjr1201,2021-06-17 09:17:14.110
0,4344,내차피해내용,"1.내차피해가 구체적으로 어떤건지 궁금합니다
2.혹시 할인은 좀되는지요‥?","<p>안녕하세요 김규호 고객님.</p><p>사고이력의 경우 보험개발원의 이력을 확인하는것이라 사고의 구체적인 내용까지는 확인이 어려운점 양해부탁드립니다.</p><p>오토플러스는 중고차시장의 투명한 가격정책을 위하여 정찰제 운영중으로 홈페이지 표기된 금액으로 구매가 확인해주시면 되십니다.</p><p>우선 차량정보 확인하여 담당매니저 상담연락드릴 수 있도록 하겠습니다.</p><p>오늘도 즐거운하루 시작되세요, 감사합니다.</p>",2021-06-16 21:02:16.620,kimjr1201,2021-06-17 09:10:20.427
0,4339,2년차   케어,예약을 하고싶습니다    엔진오일  교환 포함해서요,"<p>안녕하세요 오창엽 고객님.</p><p>찾아가는 방문케어서비스 2회차 엔진오일교환 접수도와드리겠습니다.</p><p>경기도 안양, 해당지역 담당자님께서 연락드린 후 방문조율예정인점 안내드립니다.</p><p>오늘도 즐거운하루 보내세요, 감사합니다.</p>",2021-06-16 13:49:07.383,kimjr1201,2021-06-16 13:53:24.020
0,4311,제네시스 G80 매물 상담,제네시스 G80 매물 중 차량번호 48가 9741에 대한 상담 및 문의,"<p>안녕하세요 한영길 고객님.</p><p>문의주신 G80 48가9741 차량 확인하여 상담연락드리겠습니다.</p><p>담당매니저가 요청하신 오후 2시경 연락드리오니, 전화받으신 후 궁금하신사항 문의주세요 :)</p><p>오늘도 즐거운하루 보내세요, 감사합니다.</p>",2021-06-15 10:54:37.307,kimjr1201,2021-06-15 11:08:38.500
0,4299,장기렌트 한 차량 타이어 마모가 심한데 교체도 해주시나요?,<p>장기렌트 이용한지 3개월 정도 榮쨉. 타이어 앞쪽이 마모가 심하더라구요.</p><p><br></p><p>교체를 해 주시는지요?</p>,"<p>안녕하세요 박건준 고객님.</p><p>렌터카의 경우 정비불포함 상품인점 안내드립니다.</p><p>고객님께서 계약중인 렌터카가 1개월 이내의 계약건이라면 오토플러스에서 교체가능하며,</p><p>출고 후 1개월 경과 후 부터는 자가경비로 처리가 필요한점 안내드립니다.</p><p>차량 확인 후 1개월 이내 계약건이라면 1544-2277 &gt; 2 &gt; 2 으로 연락주시면 절차 안내드리겠습니다.</p><p>감사합니다.</p>",2021-06-14 15:10:22.980,kimjr1201,2021-06-14 15:18:00.950
0,4282,유튜브 라이브 방송중 스팅어 상담 남겨놓으라고해서 남겨둡니다.,현 K5 DL3 시그니처등급 타고 있습니다. 20.07월 등록 키로수 9000km. 대차로 진행할려고 합니다,,2021-06-13 17:34:22.443,kimjr1201,2021-06-14 09:43:42.953
0,4281,장기렌트카,보증금선수금 없는 렌트차량원함,"<p>안녕하세요 이일구 고객님.</p><p>보증금 및 선수금 없는 렌트차량 문의주셨으나, 렌터카 계약시 1개월 렌트료가 보증금선납되며 렌트종료 후 반납되는 조건으로 진행되는점 안내드립니다.</p><p>우선 담당매니저를 통하여&nbsp;<span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">더 뉴쏘렌토&nbsp;</span><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">140로4528 차량상담드릴 수 있도록 하겠습니다. (해당차량은 장기렌트 불가차량)</span></p><p><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">담당매니저 상담시 차량구매 또는 렌터카 관련하여 내용 문의주시면 되십니다.</span></p><p><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">감사합니다.</span></p>",2021-06-12 10:29:59.430,kimjr1201,2021-06-14 09:40:50.693
0,4276,차량가격이 궁금합니다.,가격이 착하면 준비화면 끝나기 전에라도 계약하고싶습니다.,"<p>안녕하세요 박상철 고객님.</p><p>문의주신 EQ900 55조2321 차량가격 확인하여 연락드리겠습니다.</p><p>담당매니저 통하여 가격 및 차량정보 상세상담드리오니 궁굼하신 내역 문의주시면 되십니다.</p><p>오늘도 즐거운 하루 시작보내세요, 감사합니다.</p>",2021-06-10 21:17:34.507,kimjr1201,2021-06-14 09:22:00.570
0,4275,320d xdrive  17년 11월식  검정   으로 대차 가능할까요?,좀 큰 차로 바꾸고 싶어서요 비용 안들이고 ...,"<p>안녕하세요 강상구 고객님.<br>그랜저IG&nbsp;<span style=""color: rgb(51, 51, 51);"">202무6405, 현재 판매중인 차량으로 확인됩니다.</span></p><p><span style=""color: rgb(51, 51, 51);"">대차진행가능하며, 고객님 차량번호 확인 후 대차안내드리겠습니다.</span></p><p><font color=""#333333"">담당매니저 연락드리니, 고객님 차량정보(차종, 번호, 색상, 연식, 주행거리, 사고여부 등) 확인부탁드립니다.</font></p><p>오늘도 즐거운 하루 보내세요, 감사합니다.</p>",2021-06-10 20:13:22.133,kimjr1201,2021-06-14 09:12:48.023
0,4259,쏘나타 DN8 옵션 문의(문자 연락 부탁 드립니다),"쏘나타 DN8 300고3094 차량에 혹시 현대스마트센스 옵션이 추가되어 있는지 문의 드립니다.
(업무시간이라 문자로 연락 부탁 드립니다.)","<p>안녕하세요 김민호 고객님.</p><p>문의주신 신형 쏘나타 300고3094, 확인하니 출고옵션으로 멀티미디어내비플러스2+현대스마트센스2, 빌트인캠 옵션이 포함된것으로 확인됩니다.</p><p>우선 차량 상세관련하여 담당매니저 명함과 상담관련 문자드리오니, 문자받으신 후 상담시간 조율 후 궁금한점 문의주시면 되십니다.</p><p>오늘도 즐거운하루 보내세요, 감사합니다.</p>",2021-06-09 08:42:34.350,kimjr1201,2021-06-09 09:23:34.593
0,4254,케이파이브 출고옵션,"신차급
신형K5
2.0 가솔린 프레스티지
출고옵션이어떻게되나요
드와포함인가요
사야되는데 ㅠ 하

그리고 옵션에서 블박이나 네비고르는거 상위기종 업글시고르는거죠?
네비나 블박없는차량이 어디있어요
궁금해서 문의해봅니다","<p>안녕하세요 구세훈 고객님.</p><p>문의주신 신형K5 291나6964, 6965 /&nbsp;<span style=""font-family: &quot;Noto Sans KR Regular&quot;, &quot;Noto Serif&quot;, LexiSaebomR, sans-serif; letter-spacing: 0px;"">UVO내비,드라이브와이즈 옵션 포함으로 확인됩니다.&nbsp;</span></p><p><span style=""font-family: &quot;Noto Sans KR Regular&quot;, &quot;Noto Serif&quot;, LexiSaebomR, sans-serif; letter-spacing: 0px;"">네비게이션은 기본포함이며, 블랙박스는 미포함으로 선택옵션으로 추가구매가능한점 안내드립니다.</span></p><p><span style=""font-family: &quot;Noto Sans KR Regular&quot;, &quot;Noto Serif&quot;, LexiSaebomR, sans-serif; letter-spacing: 0px;"">선택형주문 STEP 2. 편의 옵션에서 브랜드별 선택가능한점 안내드립니다.</span></p><p><span style=""font-family: &quot;Noto Sans KR Regular&quot;, &quot;Noto Serif&quot;, LexiSaebomR, sans-serif; letter-spacing: 0px;"">관련하여 담당매니저 상담연락 드리니, 전화받으신 후 추가궁금하신점 문의주시면 빠른확인도와드리겠습니다.</span></p><p><span style=""font-family: &quot;Noto Sans KR Regular&quot;, &quot;Noto Serif&quot;, LexiSaebomR, sans-serif; letter-spacing: 0px;"">감사합니다.</span></p>",2021-06-08 18:14:03.200,kimjr1201,2021-06-09 09:16:50.553
0,4230,안녕하세요 리스 상담 받고싶습니다,"현재 채무 불 이행자 입니다 
그래도 선납금을 90퍼 이상 지불하고 탈수잇는지 상담받고싶습니다",<p>안녕하세요 안소현 고객님.</p><p>우선 차량담당매니저를 통하여 리스가능여부 안내드리겠습니다.</p><p>전화받으신 후 궁금하신점 문의주시면 빠른확인드리겠습니다.</p><p>오늘도 즐거운하루 보내세요.</p><p>감사합니다.</p>,2021-06-04 15:50:46.180,kimjr1201,2021-06-04 15:57:19.053
0,4216,차를 직접 보고 싶습니다,"LF쏘나타 뉴라이즈 177더3304 또는 119고7345 차량을 직접 보고 싶은데 어떻게 해야 하나요?
문자는 아무때나 답장 주셔도 됩니다.","<p>안녕하세요 김민호 고객님.</p><p>LF쏘나타 177더3304 /&nbsp;<span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">119고7345 모두 리본카차량으로, 현재 인천ATC(인천 서구 정서진로70)인 오토플러스 정비센터에 위치해있습니다.</span></p><p><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">방문하여 차량상담가능하나, 정비센터이기때문에 차량담당매니저와 조율없이 바로 내방은 어려운점 안내드립니다.</span></p><p><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">금일 차량담당매니저를 통한 방문일정 조율 및 차량상담으로 연락드리오니, 연락받으신 후 추가 궁금하신점 문의주시면 되십니다.</span></p><p><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">오늘도 활기찬 하루시작 보내세요, 감사합니다 :)</span></p>",2021-06-03 07:31:10.753,kimjr1201,2021-06-03 09:02:17.050
0,4213,포인트 내역 및 찾아가는 케어서비스 잔여횟수,"<p>안녕하세요. 리본카에서 차량 구매한 권형준이라고합니다.</p><p>지금 홈페이지 상에 포인트가 51만 포인트로 나와있는데, 제가 두번째 구매할때 50만포인트를 사용한것으로 알고있는데<span style=""background-color: rgb(255, 255, 0);""> 반영이 안된건지, 두번째 구매에도 적립이 되어 사용이 가능한건지 문의 드립니다.</span></p><p>아울러 28모 5655 아반떼 차량과 113다 1764 그랜저 차량의 <span style=""background-color: rgb(255, 255, 0);"">찾아가는 케어서비스 잔여횟수와 엔진오일 교체 잔여횟수</span> 문의 드립니다.</p>","<p><span style=""color: rgb(51, 51, 51);"">안녕하세요 권형준 고객님.</span></p><p><span style=""color: rgb(51, 51, 51);"">포인트 확인시, 두번째 차량 구매시점에 시스템 문제로 바로 소멸처리되지 않았던것으로 확인되어?</span><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">현재 사용완료처리중에 있습니다.</span></p><p><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">혼동을 드려 죄송한말씀드리며,?</span><span style=""color: rgb(51, 51, 51); letter-spacing: 0px;"">금일내로 처리완료토록 하겠습니다.</span></p><p><font color=""#333333"">차량 구매 시 505,000원 사용하셨으며, 추가 5,000원은 소멸예정일 2023-08-12 인점 안내드립니다. (찾케서 유상구매시 사용가능)</font></p><p><span style=""color: rgb(51, 51, 51);"">20년 2월에 구매한 아반떼AD는 찾아가는케어서비스 2회 모두 소진(20.06 구매건까지는 찾아가는케어서비스 2회 적용)하였으며,</span></p><p><span style=""color: rgb(51, 51, 51);"">20년 7월에 구매한 그랜저IG 113다1764 는 찾케서 3회 중 2회 사용, 1회 잔여된것으로 확인됩니다.</span></p><p><span style=""color: rgb(51, 51, 51);"">엔진오일 교체잔여건에 관하여 확인중에 있으며, 빠른시간내로 재답변드리오니 조금의 시간 양해부탁드립니다.</span></p><p><span style=""color: rgb(51, 51, 51);"">갑자기 더워진날씨 유의하시고, 오늘도 즐거운하루시간 보내시길 바랍니다.?</span></p><p><font color=""#333333"">감사합니다.</font></p><p><font color=""#333333""><br></font></p><p><font color=""#333333"">오래기다려주셔서 감사합니다.</font></p><p><span style=""color: rgb(51, 51, 51);"">그랜저IG 113다1764차량 현재 찾아가는케어서비스 1회 남았으며, 지난 점검시 촬영에 도움을 주셔서 엔진오일교환 1회권 추가지원드릴 예정입니다 :)</span></p><p><span style=""color: rgb(51, 51, 51);"">서비스 유효기간인 2023-07-29 이전까지 사용하시면 되며, 편하신 일정 맞추어 연락주시면 방문점검 + 엔진오일교환 도와드리겠습니다.</span></p><p><span style=""color: rgb(51, 51, 51);"">추가 궁금하신 사항 있다면 언제든지 문의주세요.</span></p><p><span style=""color: rgb(51, 51, 51);"">감사합니다.</span><br></p>",2021-06-02 15:30:44.377,kimjr1201,2021-06-02 17:57:55.510
0,4193,케어서비스문의,안녕하세요 리본카구매시 제공되는 찾아가는케어서비스는 어떻게 진행되는건지 궁금해요 제가 이렇게 따로 신청연락을 남기면 되는건가요?! 아님 따로 연락이 오는건지...?,,2021-05-30 17:34:00.443,kimjr1201,2021-05-31 09:15:18.443
0,4175,k3 렌트 문의입니다,1년정도 렌트 하고싶은데 가격이랑 견적문의 합니다,"<p>안녕하세요 김종우 고객님.</p><p>금일 문의주신 더 뉴K3 56하5078 차량 확인도와드리겠습니다.</p><p>계약기간 12개월 월 렌트료 39만원이며, 1개월치 렌트료 보증금 선납 후 이용하는 조건인점 선안내드립니다.</p><p>심사승인 및 계약절차 관련하여 렌터카 담당자 연락드리오니, 연락받으신 후 상담진행하시면 되십니다,</p><p>감사합니다.</p>",2021-05-26 18:25:12.317,kimjr1201,2021-05-27 09:06:07.760
0,4173,이번에 리본카 구매하였는데 안심출고하고 방문점검 관련 문의드립니다~,"<p>안심출고에서 각종 소모품류 교환주기 안내해준다고 되있는 부분이랑<span style=""font-family: inherit; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit; font-weight: inherit;"">&nbsp;방문점검은 어떻게 이용해야하는지 궁금합니다!</span></p>","<p>안녕하세요 박준영 고객님.</p><p>구매하신 올 뉴말리부 300고3022 차량, 안심출고서비스로 엔진오일 교환, 워셔액 보충, 부동액 보충, 에어필터 교환되어 출고된 것으로 확인됩니다.</p><p>(소모품 점검 항목 - 엔진륨 및 오일류, 워셔액 및 냉각수, 타이어 공기압, 등화장치 등)</p><p>안심출고서비스의 경우 차량 방문 인도 시 서비스 담당자가 차량 확인하여 인도 전 함께 안내드리는데, 탁송수령의 경우 현장 안내가 어려운 점 양해 부탁드립니다.</p><p>차후, 찾아가는방문케어서비스 받으실 때, 서비스 담당자에게 차량 상태 점검받은 후 소모품 상태에 대하여 안내 받으실 수 있습니다.</p><p>찾아가는케어서비스의 경우 보통 구매하신지 6개월 내로 점검 문자드리고 있으며, 필요하시다면 그 이전에라도 언제든지 고객센터를 통하여 신청이 가능합니다.</p><p>추가적인 궁금한 점이 있다면 언제든지 문의주세요.</p><p>감사합니다.</p>",2021-05-26 15:40:44.767,kimjr1201,2021-05-26 16:48:04.707
0,4168,리스 가능여부,개인회생 중이면 리스 불가하죠?,<p>안녕하세요 김재환 고객님.</p><p>리스심사관련하여 우선 세일즈매니저 상담연락드리겠습니다.</p><p>전화받으신 후 상세문의주시면 되십니다.</p><p>감사합니다.</p>,2021-05-26 13:22:23.913,kimjr1201,2021-05-26 13:47:27.547
0,4143,차량상담,.,,2021-05-23 16:54:27.407,kimjr1201,2021-05-24 09:33:00.547
0,4142,배송비 문의,김해시 어방동이면 배송비가 얼마나나올까요?,"<p>안녕하세요 이원호 고객님.</p><p>문의주신 더 뉴니로 69너1447 차량 현재 인천ATC(오토플러스 자체 정비센터)에 위치해있으며,</p><p>경남 김해까지 탁송료 154,000원 + 유류비 발생하는점 안내드립니다.</p><p>우선 차량 상세상담으로 세일즈매니저 금일 오후 5시경 전화상담도와드리겠습니다 :)</p><p>통화시 차량 및 계약절차 관련 궁금하신점 문의주시면 빠른안내드리겠습니다.</p><p>감사합니다.</p>",2021-05-23 10:23:35.467,kimjr1201,2021-05-24 09:32:52.323
0,4141,그랜저 2017년2월  그랑블루 문의,"보험이력3건있던데 완전무사고 차량입니까?
경남 김해까지 탁송비는 얼마나될까요?
현금구매조건 네고가능한가요?","<p>안녕하세요 김보근 고객님.</p><p>문의주신 그랜저IG 202무6405 차량 확인하니&nbsp;성능점검기록부상 주요골격부위에 판금, 용접수리 및 교환 등의 이력이 없는 차량으로 확인되고 있습니다.</p><p>단순사고이력만 있는 무사고차량인점 안내드립니다.</p><p>차량 위치는 인천ATC(오토플러스 자체 정비센터)에 있으며, 경남김해까지 탁송료 154,000원 + 유류비 발생합니다.</p><p>리본카의 경우 차량정찰제를 운영하고 현금결제도 마찬가지로 홈페이지 표기금액과 동일한점 안내드립니다.</p><p>우선 세일즈매니저를 통한 상담연락드리오니, 차량상세 및 구매 계약관련 궁금하신점 문의주시면 빠른안내도와드리겠습니다.</p><p>감사합니다.</p>",2021-05-21 21:05:08.487,kimjr1201,2021-05-24 09:17:14.470
0,4133,신형 쏘나타 G2.0 스마트,"신형 쏘나타 G2.0 스마트 제 2021021959호

출고 옵션 궁금합니다
출고되면 얼마정도 뒤에 받을수있나요?",<p>안녕하세요 구세훈 고객님.</p><p>문의주신 신형 쏘나타 348마7341 차량 출고옵션으로 '8인치디오디오' 포함된것으로 확인됩니다.</p><p>출고일자 관련하여 세일즈매니저 연락드리겠습니다.</p><p>통화하신 후 차량 상세 및 구매절차 문의주시면 되십니다.</p><p>감사합니다.</p>,2021-05-21 00:23:15.693,kimjr1201,2021-05-21 09:06:56.557
0,4130,오토플러스 부산점 위치를....,"저가 곳 차량을 구입할건데 지점 위치가 어떻게 되나요.
직접 갔어 상담을 받아보고 그곳 구경도 할겸 한번 찾아가 볼려
합니다. 위치 부탁드립니다.","<p>안녕하세요 최태수 고객님.</p><p>부산지점 주소 링크발송드리니 방문상담에 참고부탁드립니다 :)</p><p><a href=""https://www.autoplus.co.kr/acar/APIF010001?brCd=00033"" target=""_blank"">https://www.autoplus.co.kr/acar/APIF010001?brCd=00033</a></p><p>(부산시 해운대구 반송로 513번길 10, 원파크 217호 / 051-951-0797)</p><p>감사합니다.</p>",2021-05-20 16:55:46.030,kimjr1201,2021-05-20 17:10:16.883
0,4119,문의,<p>판매완료되었다고 화면이 안봐줘서 그러는데 </p><p>성능점검기록표라던가 AQI점검항목이라던가 등등 이런것들 다시 확인하고 싶어요 !<br></p>,"<p>안녕하세요 이윤서 고객님.</p><p><span style=""color: rgb(51, 51, 51);"">성능점검기록표, AQI점검항목 관련하여 재안내드리겠습니다.</span></p><p>차량번호 30부8236 올 뉴모닝차량 구매하신부분 확인되었으며, 세일즈매니저를 통하여 점검리포트 발송드리겠습니다.</p><p>연락받으시고 필요서류 및 추가궁금하신점 문의주시면 되십니다.</p><p>오늘도 즐거운 하루 보내세요.</p><p>감사합니다.</p>",2021-05-19 17:59:54.550,kimjr1201,2021-05-20 09:53:28.553
0,4118,차량구매 관련 상담,차량구매 관련 상담 희망합니다,"<p>안녕하세요 이명식 고객님.</p><p>문의주신 올 뉴쏘렌토 187버1448 차량 구매상담으로 세일즈매니저 연락드리겠습니다.</p><p>금일 오후 1시경 전화드릴 예정이니, 연락시 상세상담요청주시면 되십니다.</p><p>오늘도 즐거운하루보내세요.</p><p>감사합니다 ^^</p>",2021-05-19 14:36:32.187,kimjr1201,2021-05-20 09:48:26.520
